Mã trạm;Chỉ số AQI;Vị trí;Tên trạm;Url;Chất ô nhiễm chủ đạo;CO;Sương;Độ ẩm;NO2;O3;Áp suất;Bụi PM10;Bụi PM2.5;SO2;Nhiệt độ;Tốc độ gió;Thời gian cập nhật;Múi giờ;Trạng thái cảnh báo;Mức độ cảnh báo;Column1;_1;_2;_3
13251;83.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;4.00;1250;6200;17.00;1.00;1,021.50;66.00;83.00;2.00;2000;410;17/02/2021 9:00;+07:00;#NAME?;#NAME?;;;;
12976;36.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;2.00;1000;4900;7.00;24.00;1,022.00;34.00;36.00;3.00;2100;360;17/02/2021 12:00;+07:00;#NAME?;#NAME?;;;;
13250;139.00;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;pm25;38.00;1620;8330;2.00;9.00;1,010.10;55.00;139.00;117.00;1910;400;17/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
5507;41.00;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;pm25;-;1810;8510;-;30.00;1,008.00;25.00;41.00;-;2070;200;17/02/2021 12:00;+07:00;#NAME?;#NAME?;;;;
11778;10.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm25;6.00;1810;8510;7.00;-;1,008.00;7.00;10.00;22.00;2070;200;17/02/2021 11:00;+07:00;#NAME?;#NAME?;;;;
12958;41.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm25;3.00;1000;4900;2.00;23.00;1,022.00;27.00;41.00;5.00;2100;360;17/02/2021 12:00;+07:00;#NAME?;#NAME?;;;;
12957;-;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;;4.00;1000;4900;3.00;-;1,022.00;-;-;2.00;2100;360;17/02/2021 12:00;+07:00;#NAME?;#NAME?;;;;
13015;87.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;23.00;1250;6200;29.00;-;1,021.50;68.00;87.00;-;2000;410;17/02/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13018;49.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;5.00;1250;6200;9.00;-;1,021.50;28.00;49.00;-;2000;410;17/02/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13019;45.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;8.00;1250;6200;31.00;-;1,021.50;33.00;45.00;-;2000;410;17/02/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13026;78.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;6.00;1250;6200;20.00;2.00;1,021.50;49.00;78.00;1.00;2000;410;17/02/2021 9:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;1.00;1750;5700;1.00;33.00;1,017.50;-;-;6.00;2650;250;17/02/2021 12:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;2.00;1700;4800;2.00;33.00;1,016.00;-;-;4.00;2900;870;17/02/2021 12:00;+07:00;#NAME?;#NAME?;;;;
13017;83.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;14.00;1250;6200;17.00;-;1,021.50;66.00;83.00;-;2000;410;17/02/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13020;44.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;6.00;1250;6200;8.00;-;1,021.50;28.00;44.00;-;2000;410;17/02/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13013;81.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;16.00;1250;6200;23.00;-;1,021.50;65.00;81.00;-;2000;410;17/02/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13014;49.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;8.00;1250;6200;-;-;1,021.50;31.00;49.00;-;2000;410;17/02/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13252;51.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm10;-;890;5130;-;4.00;994.30;51.00;36.00;-;1920;500;17/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
8767;93.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;1650;4250;-;-;1,013.00;-;93.00;-;3050;100;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
8688;92.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;1200;5300;-;-;1,024.00;-;-;-;2200;200;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
8641;154.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;1200;5300;4.60;10.20;1,023.50;-;154.00;6.10;2200;230;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13012;33.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;1.00;1110;4570;1.00;40.00;929.80;27.00;33.00;1.00;2350;800;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
12488;64.00;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;pm10;1.00;1850;6700;-;-;1,021.50;64.00;39.00;-;2500;740;18/02/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13251;112.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;7.00;1300;6000;31.00;2.00;1,024.50;77.00;112.00;2.00;2100;280;18/02/2021 12:00;+07:00;#NAME?;#NAME?;;;;
12976;83.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;3.00;1200;5300;8.00;24.00;1,024.00;51.00;83.00;4.00;2200;200;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13250;192.00;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;pm25;32.00;1540;7860;2.00;2.00;1,012.80;87.00;192.00;44.00;1920;200;18/02/2021 14:00;+07:00;#NAME?;#NAME?;;;;
5507;24.00;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;pm25;-;1760;6310;-;63.00;1,009.80;19.00;24.00;-;2510;300;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
11778;5.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm25;5.00;1810;7860;4.00;-;1,011.90;4.00;5.00;22.00;2200;100;18/02/2021 12:00;+07:00;#NAME?;#NAME?;;;;
12958;101.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm25;5.00;1200;5300;14.00;32.00;1,024.00;56.00;101.00;15.00;2200;200;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
12957;-;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;;3.00;1200;5300;9.00;-;1,023.50;-;-;8.00;2200;230;18/02/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13015;116.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;38.00;1300;6000;30.00;-;1,024.50;79.00;116.00;-;2100;280;18/02/2021 12:00;+07:00;#NAME?;#NAME?;;;;
13018;95.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;9.00;1200;5300;12.00;-;1,024.00;51.00;95.00;-;2200;200;18/02/2021 12:00;+07:00;#NAME?;#NAME?;;;;
13019;98.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;5.00;1200;5300;22.00;-;1,023.50;62.00;98.00;-;2200;230;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13026;101.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;5.00;1200;5300;14.00;4.00;1,023.50;59.00;101.00;1.00;2200;230;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;4.00;1800;6300;1.00;36.00;1,021.00;-;-;6.00;2550;540;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;2.00;1800;5400;3.00;38.00;1,018.00;-;-;4.00;2800;1020;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13017;114.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;13.00;1300;6000;20.00;-;1,024.50;77.00;114.00;-;2100;280;18/02/2021 12:00;+07:00;#NAME?;#NAME?;;;;
13020;84.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;6.00;1200;5300;8.00;-;1,023.50;51.00;84.00;-;2200;230;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13013;124.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;20.00;1200;5300;23.00;-;1,023.50;86.00;124.00;-;2200;230;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13014;105.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;7.00;1200;5300;-;-;1,023.50;57.00;105.00;-;2200;230;18/02/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13252;81.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm10;-;1470;9440;-;2.00;995.80;81.00;78.00;-;1560;100;18/02/2021 9:00;+07:00;#NAME?;#NAME?;;;;
8767;80.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;1950;6500;-;-;1,012.00;-;80.00;-;2650;330;20/02/2021 20:00;+07:00;#NAME?;#NAME?;;;;
8688;125.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;1300;5300;-;-;1,017.00;-;-;-;2300;250;20/02/2021 20:00;+07:00;#NAME?;#NAME?;;;;
8641;165.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;1300;5300;5.10;11.80;1,017.00;-;165.00;5.60;2300;410;20/02/2021 20:00;+07:00;#NAME?;#NAME?;;;;
13012;27.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;1.00;1240;6470;2.00;36.00;929.70;21.00;27.00;1.00;1920;200;19/02/2021 16:00;+07:00;#NAME?;#NAME?;;;;
12488;70.00;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;pm10;2.00;1700;7700;-;-;1,019.00;70.00;41.00;-;2100;250;20/02/2021 20:00;+07:00;#NAME?;#NAME?;;;;
13251;116.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;16.00;1150;4650;73.00;1.00;1,016.50;61.00;116.00;2.00;2350;230;20/02/2021 19:00;+07:00;#NAME?;#NAME?;;;;
12976;121.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;3.00;1300;5300;8.00;24.00;1,017.00;66.00;121.00;4.00;2300;250;20/02/2021 20:00;+07:00;#NAME?;#NAME?;;;;
13250;167.00;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;pm25;30.00;1580;6790;6.00;2.00;1,005.00;72.00;167.00;12.00;2200;100;20/02/2021 20:00;+07:00;#NAME?;#NAME?;;;;
5507;31.00;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;pm25;-;1630;8330;-;63.00;1,004.00;17.00;31.00;-;1920;100;20/02/2021 20:00;+07:00;#NAME?;#NAME?;;;;
11778;8.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm25;6.00;1630;8330;12.00;-;1,004.00;6.00;8.00;19.20;1920;100;20/02/2021 19:00;+07:00;#NAME?;#NAME?;;;;
12958;102.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm25;2.00;1300;5300;6.00;40.00;1,017.00;63.00;102.00;4.00;2300;250;20/02/2021 20:00;+07:00;#NAME?;#NAME?;;;;
12957;-;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;;3.00;1300;5300;15.00;-;1,017.00;-;-;3.00;2300;250;20/02/2021 20:00;+07:00;#NAME?;#NAME?;;;;
13015;120.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;55.00;1300;5300;73.00;-;1,017.00;69.00;120.00;-;2300;250;20/02/2021 19:00;+07:00;#NAME?;#NAME?;;;;
13018;110.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;7.00;1150;4650;39.00;-;1,016.50;61.00;110.00;-;2350;230;20/02/2021 19:00;+07:00;#NAME?;#NAME?;;;;
13019;126.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;9.00;1150;4650;33.00;-;1,016.50;73.00;126.00;-;2350;230;20/02/2021 19:00;+07:00;#NAME?;#NAME?;;;;
13026;100.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;3.00;1150;4650;21.00;2.00;1,016.50;62.00;100.00;1.00;2350;230;20/02/2021 19:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;6.00;1600;7700;1.00;28.00;1,018.50;-;-;6.00;2000;20;20/02/2021 20:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;2.00;1800;6900;4.00;35.00;1,017.00;-;-;4.00;2400;720;20/02/2021 20:00;+07:00;#NAME?;#NAME?;;;;
13017;127.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;11.00;1150;4650;18.00;-;1,016.50;71.00;127.00;-;2350;230;20/02/2021 19:00;+07:00;#NAME?;#NAME?;;;;
13020;113.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;9.00;1150;4650;15.00;-;1,016.50;63.00;113.00;-;2350;230;20/02/2021 19:00;+07:00;#NAME?;#NAME?;;;;
13013;117.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;11.00;1150;4650;13.00;-;1,016.50;64.00;117.00;-;2350;230;20/02/2021 19:00;+07:00;#NAME?;#NAME?;;;;
13014;115.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;7.00;1150;4650;-;-;1,016.50;61.00;115.00;-;2350;230;20/02/2021 19:00;+07:00;#NAME?;#NAME?;;;;
13252;194.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm25;-;1590;7920;-;3.00;987.90;177.00;194.00;-;1960;100;20/02/2021 20:00;+07:00;#NAME?;#NAME?;;;;
8767;76.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;1850;5900;-;-;1,009.50;-;76.00;-;2700;540;22/02/2021 17:00;+07:00;#NAME?;#NAME?;;;;
8688;151.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;1700;6400;-;-;1,012.00;-;-;-;2400;360;22/02/2021 17:00;+07:00;#NAME?;#NAME?;;;;
8641;152.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;1700;6400;5.10;7.00;1,012.00;-;152.00;4.10;2400;360;22/02/2021 17:00;+07:00;#NAME?;#NAME?;;;;
13012;-;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;;1.00;1170;9360;1.00;37.00;926.50;25.00;31.00;2.00;1270;200;19/02/2021 18:00;+07:00;#NAME?;#NAME?;;;;
12488;55.00;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;pm10;2.00;1800;6700;-;-;1,013.00;55.00;29.00;-;2450;480;22/02/2021 17:00;+07:00;#NAME?;#NAME?;;;;
13251;127.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;10.00;1650;5900;38.00;2.00;1,012.00;70.00;127.00;1.00;2500;300;22/02/2021 16:00;+07:00;#NAME?;#NAME?;;;;
12976;85.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;2.00;1700;6400;11.00;24.00;1,012.00;63.00;85.00;4.00;2400;360;22/02/2021 17:00;+07:00;#NAME?;#NAME?;;;;
13250;175.00;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;pm25;31.00;1780;5520;6.00;2.00;998.40;65.00;175.00;85.00;2760;200;22/02/2021 17:00;+07:00;#NAME?;#NAME?;;;;
5507;17.00;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;pm25;-;1920;8520;-;36.00;999.40;9.00;17.00;-;2180;200;22/02/2021 17:00;+07:00;#NAME?;#NAME?;;;;
11778;4.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm25;5.00;1920;8520;7.00;-;999.40;3.00;4.00;21.80;2180;200;22/02/2021 16:00;+07:00;#NAME?;#NAME?;;;;
12958;60.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm25;2.00;1700;6400;4.00;31.00;1,012.00;50.00;60.00;3.00;2400;360;22/02/2021 17:00;+07:00;#NAME?;#NAME?;;;;
12957;75.00;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;pm25;4.00;1650;5900;7.00;-;1,012.00;50.00;75.00;1.00;2500;300;22/02/2021 17:00;+07:00;#NAME?;#NAME?;;;;
13015;153.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;48.00;1700;6400;53.00;-;1,012.00;78.00;153.00;-;2400;360;22/02/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13018;99.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;4.00;1700;6400;39.00;-;1,012.00;56.00;99.00;-;2400;360;22/02/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13019;95.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;5.00;1700;6400;19.00;-;1,012.00;58.00;95.00;-;2400;360;22/02/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13026;104.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;3.00;1650;5900;20.00;7.00;1,012.00;1.00;104.00;1.00;2500;300;22/02/2021 16:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;11.00;1750;6850;1.00;26.00;1,013.00;-;-;7.00;2350;430;22/02/2021 17:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;2.00;1800;6500;1.00;37.00;1,013.00;-;-;4.00;2500;870;22/02/2021 17:00;+07:00;#NAME?;#NAME?;;;;
13017;138.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;6.00;1700;6400;9.00;-;1,012.00;73.00;138.00;-;2400;360;22/02/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13020;90.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;4.00;1700;6400;5.00;-;1,012.00;53.00;90.00;-;2400;360;22/02/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13013;133.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;7.00;1700;6400;24.00;-;1,012.00;69.00;133.00;-;2400;360;22/02/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13014;99.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;6.00;1700;6400;-;-;1,012.00;59.00;99.00;-;2400;360;22/02/2021 16:00;+07:00;#NAME?;#NAME?;;;;
